Galaxy in Pair of Galaxies ; NGC 1 
Galaxy ; NGC 747 
Galaxy in Group of Galaxies ; NGC 748 
Galaxy ; NGC 749 
Galaxy in Pair of Galaxies ; NGC 750 
Galaxy in Pair of Galaxies ; NGC 751 
Open (galactic) Cluster ; NGC 752 
Galaxy in Group of Galaxies ; NGC 753 
Galaxy ; NGC 754 
Emission-line galaxy ; NGC 755 
Galaxy ; NGC 758 
Galaxy in Group of Galaxies ; NGC 759 
Double or multiple star ; NGC 760 
Galaxy in Group of Galaxies ; NGC 761 
Galaxy in Group of Galaxies ; NGC 762 
Galaxy in Group of Galaxies ; NGC 765 
Galaxy in Group of Galaxies ; NGC 766 
Emission-line galaxy ; NGC 767 
LINER-type Active Galaxy Nucleus ; NGC 768 
Galaxy ; NGC 769 
Galaxy in Pair of Galaxies ; NGC 770 
Galaxy in Pair of Galaxies ; NGC 772 
LINER-type Active Galaxy Nucleus ; NGC 773 
LINER-type Active Galaxy Nucleus ; NGC 774 
Galaxy in Group of Galaxies ; NGC 775 
Galaxy in Group of Galaxies ; NGC 776 
Seyfert 2 Galaxy ; NGC 777 
Galaxy in Group of Galaxies ; NGC 778 
Emission-line galaxy ; NGC 779 
Galaxy in Group of Galaxies ; NGC 780 
Galaxy ; NGC 781 
Galaxy in Group of Galaxies ; NGC 782 
Galaxy in Group of Galaxies ; NGC 783 
Low Surface Brightness Galaxy ; NGC 784 
Galaxy in Group of Galaxies ; NGC 785 
Galaxy in Group of Galaxies ; NGC 786 
LINER-type Active Galaxy Nucleus ; NGC 787 
Seyfert 2 Galaxy ; NGC 788 
Galaxy in Group of Galaxies ; NGC 789 
Galaxy in Group of Galaxies ; NGC 790 
Galaxy in Group of Galaxies ; NGC 791 
Galaxy in Group of Galaxies ; NGC 792 
Galaxy ; NGC 794 
Galaxy in Group of Galaxies ; NGC 795 
Cluster of Stars ; NGC 796 
Galaxy ; NGC 797 
Galaxy in Group of Galaxies ; NGC 798 
LINER-type Active Galaxy Nucleus ; NGC 799 
Galaxy in Pair of Galaxies ; NGC 800 
Active Galaxy Nucleus ; NGC 801 
Galaxy ; NGC 802 
Galaxy ; NGC 803 
Galaxy in Group of Galaxies ; NGC 804 
Galaxy in Group of Galaxies ; NGC 805 
Emission-line galaxy ; NGC 806 
Galaxy in Group of Galaxies ; NGC 807 
Galaxy ; NGC 808 
LINER-type Active Galaxy Nucleus ; NGC 809 
LINER-type Active Galaxy Nucleus ; NGC 810 
Galaxy ; NGC 811 
Galaxy ; NGC 812 
Galaxy ; NGC 813 
Galaxy ; NGC 814 
Galaxy ; NGC 815 
Galaxy ; NGC 816 
Galaxy ; NGC 817 
Galaxy in Group of Galaxies ; NGC 818 
Galaxy ; NGC 819 
Emission-line galaxy ; NGC 820 
Galaxy ; NGC 821 
Galaxy in Group of Galaxies ; NGC 822 
Galaxy in Group of Galaxies ; NGC 823 
Active Galaxy Nucleus ; NGC 824 
Galaxy in Pair of Galaxies ; NGC 825 
Galaxy in Group of Galaxies ; NGC 826 
Galaxy in Group of Galaxies ; NGC 827 
Radio Galaxy ; NGC 828 
Radio Galaxy ; NGC 829 
Galaxy in Group of Galaxies ; NGC 830 
Galaxy ; NGC 831 
Double or multiple star ; NGC 832 
Seyfert 2 Galaxy ; NGC 833 
Galaxy in Group of Galaxies ; NGC 834 
Seyfert 2 Galaxy ; NGC 835 
Galaxy ; NGC 836 
Galaxy ; NGC 837 
LINER-type Active Galaxy Nucleus ; NGC 838 
Galaxy in Group of Galaxies ; NGC 839 
Galaxy ; NGC 840 
LINER-type Active Galaxy Nucleus ; NGC 841 
Galaxy in Group of Galaxies ; NGC 842 
Cluster of Stars ; NGC 843 
Galaxy ; NGC 844 
Galaxy in Group of Galaxies ; NGC 845 
Galaxy ; NGC 846 
Emission-line galaxy ; NGC 848 
Galaxy ; NGC 849 
Galaxy in Group of Galaxies ; NGC 850 
Galaxy in Pair of Galaxies ; NGC 851 
Galaxy ; NGC 852 
Emission-line galaxy ; NGC 853 
Emission-line galaxy ; NGC 854 
Galaxy in Group of Galaxies ; NGC 855 
Seyfert 2 Galaxy ; NGC 856 
Galaxy in Group of Galaxies ; NGC 857 
Emission-line galaxy ; NGC 858 
Galaxy ; NGC 860 
Galaxy in Group of Galaxies ; NGC 861 
Galaxy in Group of Galaxies ; NGC 862 
Seyfert 1 Galaxy ; NGC 863 
HII Galaxy ; NGC 864 
Galaxy ; NGC 865 
Low Surface Brightness Galaxy ; NGC 868 
Open (galactic) Cluster ; NGC 869 
Galaxy ; NGC 870 
Galaxy in Group of Galaxies ; NGC 871 
Galaxy ; NGC 872 
Emission-line galaxy ; NGC 873 
Galaxy in Group of Galaxies ; NGC 874 
LINER-type Active Galaxy Nucleus ; NGC 875 
Galaxy in Group of Galaxies ; NGC 876 
Low Surface Brightness Galaxy ; NGC 877 
Galaxy in Group of Galaxies ; NGC 878 
Galaxy ; NGC 879 
Active Galaxy Nucleus ; NGC 880 
Galaxy in Group of Galaxies ; NGC 881 
Galaxy in Group of Galaxies ; NGC 882 
Galaxy in Group of Galaxies ; NGC 883 
Open (galactic) Cluster ; NGC 884 
Open (galactic) Cluster ; NGC 886 
Galaxy ; NGC 887 
Galaxy ; NGC 888 
Galaxy in Group of Galaxies ; NGC 889 
Galaxy in Group of Galaxies ; NGC 890 
HII Galaxy ; NGC 891 
Galaxy in Group of Galaxies ; NGC 892 
Galaxy in Group of Galaxies ; NGC 893 
Galaxy ; NGC 894 
Interstellar matter ; NGC 896 
Galaxy ; NGC 897 
Galaxy in Group of Galaxies ; NGC 898 
Galaxy in Pair of Galaxies ; NGC 899 
Galaxy in Group of Galaxies ; NGC 900 
Galaxy ; NGC 902 
Galaxy ; NGC 903 
Galaxy in Group of Galaxies ; NGC 904 
Seyfert 2 Galaxy ; NGC 905 
Radio Galaxy ; NGC 906 
Galaxy in Pair of Galaxies ; NGC 907 
Galaxy in Pair of Galaxies ; NGC 908 
Galaxy in Group of Galaxies ; NGC 909 
Brightest galaxy in a Cluster (BCG) ; NGC 910 
Galaxy in Group of Galaxies ; NGC 911 
Galaxy in Group of Galaxies ; NGC 912 
Galaxy in Group of Galaxies ; NGC 913 
Radio Galaxy ; NGC 914 
Galaxy in Group of Galaxies ; NGC 915 
Galaxy in Group of Galaxies ; NGC 916 
Galaxy in Group of Galaxies ; NGC 917 
Active Galaxy Nucleus ; NGC 918 
Galaxy in Group of Galaxies ; NGC 919 
Galaxy ; NGC 920 
Galaxy ; NGC 921 
Emission-line galaxy ; NGC 922 
Galaxy in Group of Galaxies ; NGC 923 
Galaxy in Group of Galaxies ; NGC 924 
HII Galaxy ; NGC 925 
LINER-type Active Galaxy Nucleus ; NGC 926 
Galaxy ; NGC 927 
Galaxy in Group of Galaxies ; NGC 928 
Galaxy ; NGC 929 
Galaxy in Group of Galaxies ; NGC 930 
Seyfert 1 Galaxy ; NGC 931 
Galaxy ; NGC 933 
Galaxy ; NGC 934 
Galaxy in Pair of Galaxies ; NGC 935 
Galaxy in Pair of Galaxies ; NGC 936 
Galaxy in Group of Galaxies ; NGC 937 
Galaxy in Group of Galaxies ; NGC 938 
Galaxy ; NGC 939 
Galaxy in Group of Galaxies ; NGC 940 
Galaxy in Pair of Galaxies ; NGC 941 
Galaxy in Pair of Galaxies ; NGC 942 
Galaxy in Group of Galaxies ; NGC 943 
Galaxy ; NGC 944 
Galaxy in Group of Galaxies ; NGC 945 
Galaxy in Group of Galaxies ; NGC 946 
Galaxy ; NGC 947 
Low Surface Brightness Galaxy ; NGC 948 
Galaxy in Group of Galaxies ; NGC 949 
Galaxy in Group of Galaxies ; NGC 950 
Low Surface Brightness Galaxy ; NGC 951 
Galaxy in Group of Galaxies ; NGC 953 
Galaxy in Group of Galaxies ; NGC 954 
Galaxy in Group of Galaxies ; NGC 955 
Open (galactic) Cluster ; NGC 956 
Open (galactic) Cluster ; NGC 957 
Emission-line galaxy ; NGC 958 
Galaxy in Group of Galaxies ; NGC 959 
LINER-type Active Galaxy Nucleus ; NGC 960 
Galaxy in Group of Galaxies ; NGC 962 
Low Surface Brightness Galaxy ; NGC 963 
Galaxy ; NGC 964 
Galaxy ; NGC 965 
Galaxy in Group of Galaxies ; NGC 966 
Galaxy ; NGC 967 
Galaxy in Group of Galaxies ; NGC 968 
Galaxy in Group of Galaxies ; NGC 969 
Galaxy ; NGC 970 
Radio Galaxy ; NGC 972 
Seyfert 2 Galaxy ; NGC 973 
Galaxy in Group of Galaxies ; NGC 974 
Galaxy ; NGC 975 
Galaxy in Group of Galaxies ; NGC 976 
Galaxy in Group of Galaxies ; NGC 977 
Galaxy in Group of Galaxies ; NGC 978 
Galaxy in Group of Galaxies ; NGC 979 
Low Surface Brightness Galaxy ; NGC 980 
Galaxy in Group of Galaxies ; NGC 981 
Radio Galaxy ; NGC 982 
Galaxy ; NGC 984 
Seyfert 1 Galaxy ; NGC 985 
Emission-line galaxy ; NGC 986 
Galaxy in Group of Galaxies ; NGC 987 
Emission-line galaxy ; NGC 988 
Galaxy ; NGC 989 
Galaxy in Group of Galaxies ; NGC 990 
Low Surface Brightness Galaxy ; NGC 991 
Galaxy in Group of Galaxies ; NGC 992 
Galaxy in Group of Galaxies ; NGC 993 
Galaxy in Group of Galaxies ; NGC 995 
Galaxy in Group of Galaxies ; NGC 996 
Galaxy in Group of Galaxies ; NGC 997 
Galaxy in Group of Galaxies ; NGC 998 
Galaxy in Group of Galaxies ; NGC 999 
Galaxy in Group of Galaxies ; NGC 1000 
Galaxy in Group of Galaxies ; NGC 1001 
Galaxy in Group of Galaxies ; NGC 1002 
Galaxy in Group of Galaxies ; NGC 1003 
Galaxy in Group of Galaxies ; NGC 1004 
Galaxy in Group of Galaxies ; NGC 1005 
Galaxy in Group of Galaxies ; NGC 1006 
Galaxy in Group of Galaxies ; NGC 1007 
Galaxy in Group of Galaxies ; NGC 1008 
Galaxy in Group of Galaxies ; NGC 1009 
Galaxy in Group of Galaxies ; NGC 1011 
Galaxy ; NGC 1012 
Galaxy ; NGC 1013 
Galaxy ; NGC 1015 
Galaxy in Group of Galaxies ; NGC 1016 
Galaxy ; NGC 1017 
Galaxy ; NGC 1018 
Seyfert 1 Galaxy ; NGC 1019 
Galaxy in Group of Galaxies ; NGC 1020 
Galaxy in Group of Galaxies ; NGC 1021 
Galaxy in Group of Galaxies ; NGC 1022 
Interacting Galaxies ; NGC 1023 
Interacting Galaxies ; NGC 1024 
Galaxy ; NGC 1025 
Galaxy ; NGC 1026 
Open (galactic) Cluster ; NGC 1027 
Galaxy in Group of Galaxies ; NGC 1028 
Galaxy in Pair of Galaxies ; NGC 1029 
Galaxy in Group of Galaxies ; NGC 1030 
Galaxy ; NGC 1031 
Galaxy ; NGC 1032 
Galaxy ; NGC 1033 
Emission-line galaxy ; NGC 1034 
Emission-line galaxy ; NGC 1035 
Galaxy ; NGC 1036 
Galaxy ; NGC 1037 
Galaxy in Group of Galaxies ; NGC 1038 
Open (galactic) Cluster ; NGC 1039 
Galaxy ; NGC 1041 
Galaxy in Pair of Galaxies ; NGC 1042 
Galaxy in Group of Galaxies ; NGC 1043 
Galaxy in Group of Galaxies ; NGC 1044 
Galaxy in Group of Galaxies ; NGC 1045 
Galaxy in Group of Galaxies ; NGC 1046 
Galaxy in Pair of Galaxies ; NGC 1047 
LINER-type Active Galaxy Nucleus ; NGC 1048 
Seyfert 2 Galaxy ; NGC 1050 
Low Surface Brightness Galaxy ; NGC 1051 
Galaxy in Pair of Galaxies ; NGC 1052 
Galaxy in Group of Galaxies ; NGC 1053 
Galaxy in Group of Galaxies ; NGC 1054 
Galaxy in Pair of Galaxies ; NGC 1055 
Seyfert 2 Galaxy ; NGC 1056 
Galaxy in Group of Galaxies ; NGC 1057 
Seyfert 2 Galaxy ; NGC 1058 
Galaxy in Group of Galaxies ; NGC 1060 
Galaxy in Group of Galaxies ; NGC 1061 
Galaxy in Group of Galaxies ; NGC 1062 
Galaxy ; NGC 1063 
Galaxy in Group of Galaxies ; NGC 1064 
Galaxy in Group of Galaxies ; NGC 1065 
Seyfert 2 Galaxy ; NGC 1066 
Galaxy in Group of Galaxies ; NGC 1067 
LINER-type Active Galaxy Nucleus ; NGC 1069 
Galaxy ; NGC 1070 
Seyfert 2 Galaxy ; NGC 1071 
LINER-type Active Galaxy Nucleus ; NGC 1072 
Emission-line galaxy ; NGC 1073 
Emission-line galaxy ; NGC 1074 
Galaxy ; NGC 1075 
Galaxy ; NGC 1076 
Galaxy in Group of Galaxies ; NGC 1077 
Galaxy in Group of Galaxies ; NGC 1078 
Galaxy in Group of Galaxies ; NGC 1079 
Galaxy ; NGC 1080 
Galaxy in Group of Galaxies ; NGC 1081 
Galaxy in Group of Galaxies ; NGC 1082 
Galaxy in Group of Galaxies ; NGC 1083 
Galaxy in Group of Galaxies ; NGC 1084 
Galaxy in Group of Galaxies ; NGC 1085 
Galaxy in Group of Galaxies ; NGC 1086 
HII Galaxy ; NGC 1087 
Galaxy in Group of Galaxies ; NGC 1088 
Galaxy in Group of Galaxies ; NGC 1089 
Galaxy ; NGC 1090 
Galaxy ; NGC 1091 
Galaxy ; NGC 1092 
Seyfert 2 Galaxy ; NGC 1093 
LINER-type Active Galaxy Nucleus ; NGC 1094 
Galaxy in Group of Galaxies ; NGC 1095 
Galaxy ; NGC 1096 
LINER-type Active Galaxy Nucleus ; NGC 1097 
Galaxy in Group of Galaxies ; NGC 1098 
Emission-line galaxy ; NGC 1099 
Galaxy in Group of Galaxies ; NGC 1100 
Galaxy in Group of Galaxies ; NGC 1101 
Galaxy ; NGC 1102 
Galaxy in Group of Galaxies ; NGC 1103 
Galaxy in Group of Galaxies ; NGC 1104 
Galaxy in Group of Galaxies ; NGC 1105 
Galaxy in Group of Galaxies ; NGC 1106 
Galaxy ; NGC 1107 
Galaxy in Group of Galaxies ; NGC 1108 
Galaxy in Group of Galaxies ; NGC 1109 
Galaxy in Pair of Galaxies ; NGC 1110 
Galaxy in Group of Galaxies ; NGC 1111 
Galaxy in Group of Galaxies ; NGC 1112 
Galaxy ; NGC 1114 
Galaxy in Group of Galaxies ; NGC 1115 
Galaxy in Group of Galaxies ; NGC 1116 
Galaxy ; NGC 1118 
Emission-line galaxy ; NGC 1119 
Galaxy in Group of Galaxies ; NGC 1120 
Galaxy ; NGC 1121 
Galaxy in Group of Galaxies ; NGC 1122 
Galaxy ; NGC 1124 
Seyfert 2 Galaxy ; NGC 1125 
Galaxy in Group of Galaxies ; NGC 1126 
Galaxy ; NGC 1127 
Brightest galaxy in a Cluster (BCG) ; NGC 1129 
Galaxy in Group of Galaxies ; NGC 1130 
Galaxy in Group of Galaxies ; NGC 1131 
Galaxy in Group of Galaxies ; NGC 1132 
Emission-line galaxy ; NGC 1133 
Interacting Galaxies ; NGC 1134 
Galaxy ; NGC 1135 
Galaxy ; NGC 1136 
Galaxy in Group of Galaxies ; NGC 1137 
Galaxy in Group of Galaxies ; NGC 1138 
Galaxy ; NGC 1139 
Emission-line galaxy ; NGC 1140 
Seyfert 2 Galaxy ; NGC 1142 
Interacting Galaxies ; NGC 1143 
Galaxy in Group of Galaxies ; NGC 1145 
Galaxy in Group of Galaxies ; NGC 1148 
LINER-type Active Galaxy Nucleus ; NGC 1149 
Galaxy in Group of Galaxies ; NGC 1150 
Galaxy ; NGC 1151 
Galaxy in Group of Galaxies ; NGC 1152 
Galaxy ; NGC 1153 
Emission-line galaxy ; NGC 1154 
Galaxy in Group of Galaxies ; NGC 1155 
Radio Galaxy ; NGC 1156 
Galaxy in Group of Galaxies ; NGC 1157 
Galaxy ; NGC 1158 
Galaxy in Cluster of Galaxies ; NGC 1159 
Galaxy in Pair of Galaxies ; NGC 1160 
Seyfert 1 Galaxy ; NGC 1161 
Galaxy in Group of Galaxies ; NGC 1162 
Galaxy in Group of Galaxies ; NGC 1163 
Galaxy in Group of Galaxies ; NGC 1164 
Galaxy ; NGC 1165 
Galaxy in Pair of Galaxies ; NGC 1166 
LINER-type Active Galaxy Nucleus ; NGC 1167 
Galaxy in Pair of Galaxies ; NGC 1168 
Galaxy in Group of Galaxies ; NGC 1169 
Galaxy in Group of Galaxies ; NGC 1171 
Galaxy in Pair of Galaxies ; NGC 1172 
Galaxy in Group of Galaxies ; NGC 1175 
Galaxy in Group of Galaxies ; NGC 1177 
Low Surface Brightness Galaxy ; NGC 1179 
Galaxy ; NGC 1180 
Galaxy ; NGC 1181 
Galaxy ; NGC 1182 
Galaxy ; NGC 1184 
Galaxy in Group of Galaxies ; NGC 1185 
Galaxy in Group of Galaxies ; NGC 1186 
Emission-line galaxy ; NGC 1187 
Galaxy in Pair of Galaxies ; NGC 1188 
Galaxy in Pair of Galaxies ; NGC 1189 
Galaxy in Pair of Galaxies ; NGC 1190 
Galaxy ; NGC 1191 
Galaxy ; NGC 1192 
Open (galactic) Cluster ; NGC 1193 
Seyfert 2 Galaxy ; NGC 1194 
Galaxy in Group of Galaxies ; NGC 1195 
Galaxy in Group of Galaxies ; NGC 1196 
Galaxy in Cluster of Galaxies ; NGC 1198 
Galaxy in Pair of Galaxies ; NGC 1199 
Galaxy in Group of Galaxies ; NGC 1200 
Galaxy in Group of Galaxies ; NGC 1201 
Emission-line galaxy ; NGC 1202 
Seyfert 2 Galaxy ; NGC 1204 
Galaxy in Group of Galaxies ; NGC 1206 
Galaxy in Group of Galaxies ; NGC 1207 
Galaxy in Group of Galaxies ; NGC 1208 
Galaxy in Pair of Galaxies ; NGC 1209 
Galaxy ; NGC 1210 
Galaxy ; NGC 1211 
Galaxy ; NGC 1212 
Low Surface Brightness Galaxy ; NGC 1213 
Galaxy in Group of Galaxies ; NGC 1214 
Galaxy in Group of Galaxies ; NGC 1215 
Galaxy in Group of Galaxies ; NGC 1216 
LINER-type Active Galaxy Nucleus ; NGC 1217 
Seyfert 1 Galaxy ; NGC 1218 
Galaxy ; NGC 1219 
Open (galactic) Cluster ; NGC 1220 
Galaxy in Group of Galaxies ; NGC 1221 
Starburst Galaxy ; NGC 1222 
Galaxy in Group of Galaxies ; NGC 1223 
Galaxy in Group of Galaxies ; NGC 1224 
Galaxy in Group of Galaxies ; NGC 1225 
Galaxy in Group of Galaxies ; NGC 1226 
Galaxy in Group of Galaxies ; NGC 1227 
Emission-line galaxy ; NGC 1228 
Seyfert 2 Galaxy ; NGC 1229 
Galaxy ; NGC 1230 
Galaxy in Group of Galaxies ; NGC 1231 
Emission-line galaxy ; NGC 1232 
Galaxy in Group of Galaxies ; NGC 1233 
Galaxy ; NGC 1234 
Galaxy ; NGC 1236 
Galaxy in Group of Galaxies ; NGC 1238 
Galaxy in Group of Galaxies ; NGC 1239 
Seyfert 2 Galaxy ; NGC 1241 
Galaxy ; NGC 1242 
Galaxy in Group of Galaxies ; NGC 1244 
Open (galactic) Cluster ; NGC 1245 
Galaxy in Group of Galaxies ; NGC 1246 
Galaxy in Group of Galaxies ; NGC 1247 
Galaxy in Pair of Galaxies ; NGC 1248 
Galaxy in Group of Galaxies ; NGC 1249 
Galaxy in Group of Galaxies ; NGC 1250 
Cluster of Stars ; NGC 1252 
Galaxy in Pair of Galaxies ; NGC 1253 
Galaxy ; NGC 1254 
Galaxy in Group of Galaxies ; NGC 1255 
Galaxy ; NGC 1256 
Double or multiple star ; NGC 1257 
Galaxy in Group of Galaxies ; NGC 1258 
Galaxy in Group of Galaxies ; NGC 1259 
Galaxy in Group of Galaxies ; NGC 1260 
Globular Cluster ; NGC 1261 
Galaxy ; NGC 1262 
Galaxy ; NGC 1263 
Low Surface Brightness Galaxy ; NGC 1264 
Galaxy in Cluster of Galaxies ; NGC 1265 
Active Galaxy Nucleus ; NGC 1266 
Galaxy in Group of Galaxies ; NGC 1267 
Galaxy in Group of Galaxies ; NGC 1268 
Galaxy in Group of Galaxies ; NGC 1269 
Galaxy in Group of Galaxies ; NGC 1270 
Galaxy in Group of Galaxies ; NGC 1271 
Galaxy in Group of Galaxies ; NGC 1272 
Galaxy in Group of Galaxies ; NGC 1273 
Galaxy in Group of Galaxies ; NGC 1274 
Galaxy in Group of Galaxies ; NGC 1277 
Galaxy in Group of Galaxies ; NGC 1278 
Galaxy in Group of Galaxies ; NGC 1279 
LINER-type Active Galaxy Nucleus ; NGC 1280 
Galaxy in Group of Galaxies ; NGC 1281 
Galaxy in Cluster of Galaxies ; NGC 1282 
Active Galaxy Nucleus ; NGC 1283 
Galaxy ; NGC 1284 
Galaxy ; NGC 1285 
Galaxy ; NGC 1286 
Galaxy in Group of Galaxies ; NGC 1287 
Galaxy ; NGC 1288 
Galaxy in Group of Galaxies ; NGC 1289 
Galaxy ; NGC 1290 
Emission-line galaxy ; NGC 1292 
Galaxy in Group of Galaxies ; NGC 1293 
Galaxy in Group of Galaxies ; NGC 1294 
Galaxy ; NGC 1296 
Galaxy in Pair of Galaxies ; NGC 1297 
Galaxy in Group of Galaxies ; NGC 1298 
Galaxy in Group of Galaxies ; NGC 1299 
Galaxy in Pair of Galaxies ; NGC 1300 
Emission-line galaxy ; NGC 1301 
Galaxy in Group of Galaxies ; NGC 1302 
Galaxy ; NGC 1303 
Galaxy ; NGC 1304 
Galaxy in Group of Galaxies ; NGC 1305 
Emission-line galaxy ; NGC 1306 
Galaxy in Group of Galaxies ; NGC 1308 
Galaxy in Group of Galaxies ; NGC 1309 
Emission-line galaxy ; NGC 1310 
Galaxy ; NGC 1311 
Galaxy ; NGC 1312 
Galaxy ; NGC 1313 
Galaxy in Cluster of Galaxies ; NGC 1314 
Galaxy in Pair of Galaxies ; NGC 1315 
Galaxy in Pair of Galaxies ; NGC 1316 
Galaxy in Pair of Galaxies ; NGC 1317 
Galaxy ; NGC 1319 
Seyfert 2 Galaxy ; NGC 1320 
Galaxy in Group of Galaxies ; NGC 1321 
Galaxy in Group of Galaxies ; NGC 1322 
Galaxy in Group of Galaxies ; NGC 1323 
LINER-type Active Galaxy Nucleus ; NGC 1324 
Galaxy in Pair of Galaxies ; NGC 1325 
Galaxy in Group of Galaxies ; NGC 1326 
Emission-line galaxy ; NGC 1327 
Galaxy in Group of Galaxies ; NGC 1328 
Galaxy ; NGC 1329 
Galaxy in Group of Galaxies ; NGC 1330 
Galaxy in Group of Galaxies ; NGC 1331 
Galaxy in Pair of Galaxies ; NGC 1332 
Open (galactic) Cluster ; NGC 1333 
Galaxy in Group of Galaxies ; NGC 1334 
Galaxy in Group of Galaxies ; NGC 1335 
Galaxy in Group of Galaxies ; NGC 1336 
Galaxy ; NGC 1337 
Galaxy ; NGC 1338 
Galaxy in Group of Galaxies ; NGC 1339 
Galaxy in Group of Galaxies ; NGC 1340 
Emission-line galaxy ; NGC 1341 
Open (galactic) Cluster ; NGC 1342 
Galaxy ; NGC 1343 
Emission-line galaxy ; NGC 1345 
Seyfert 1 Galaxy ; NGC 1346 
Interacting Galaxies ; NGC 1347 
Open (galactic) Cluster ; NGC 1348 
LINER-type Active Galaxy Nucleus ; NGC 1349 
Galaxy in Group of Galaxies ; NGC 1350 
Galaxy in Group of Galaxies ; NGC 1351 
Galaxy in Group of Galaxies ; NGC 1352 
Emission-line galaxy ; NGC 1353 
Galaxy in Group of Galaxies ; NGC 1354 
Galaxy in Group of Galaxies ; NGC 1355 
Interacting Galaxies ; NGC 1356 
Galaxy in Group of Galaxies ; NGC 1357 
Seyfert 2 Galaxy ; NGC 1358 
Galaxy in Pair of Galaxies ; NGC 1359 
Planetary Nebula ; NGC 1360 
LINER-type Active Galaxy Nucleus ; NGC 1361 
Galaxy in Group of Galaxies ; NGC 1362 
Galaxy ; NGC 1363 
Galaxy ; NGC 1364 
Seyfert 1 Galaxy ; NGC 1365 
Galaxy in Group of Galaxies ; NGC 1366 
Galaxy in Group of Galaxies ; NGC 1367 
Galaxy in Group of Galaxies ; NGC 1368 
Galaxy in Group of Galaxies ; NGC 1369 
Emission-line galaxy ; NGC 1370 
Galaxy in Group of Galaxies ; NGC 1372 
Galaxy in Pair of Galaxies ; NGC 1373 
Galaxy in Pair of Galaxies ; NGC 1374 
Galaxy in Group of Galaxies ; NGC 1375 
Galaxy in Group of Galaxies ; NGC 1376 
Galaxy in Group of Galaxies ; NGC 1377 
Galaxy in Pair of Galaxies ; NGC 1379 
Galaxy in Pair of Galaxies ; NGC 1380 
Galaxy in Pair of Galaxies ; NGC 1381 
Galaxy in Pair of Galaxies ; NGC 1382 
Galaxy in Group of Galaxies ; NGC 1383 
Galaxy ; NGC 1384 
Emission-line galaxy ; NGC 1385 
Galaxy in Pair of Galaxies ; NGC 1386 
Galaxy in Pair of Galaxies ; NGC 1387 
Emission-line galaxy ; NGC 1388 
Galaxy in Pair of Galaxies ; NGC 1389 
Galaxy in Group of Galaxies ; NGC 1390 
Galaxy in Group of Galaxies ; NGC 1391 
Galaxy in Group of Galaxies ; NGC 1393 
Galaxy in Group of Galaxies ; NGC 1394 
Seyfert Galaxy ; NGC 1395 
Galaxy in Group of Galaxies ; NGC 1396 
Galaxy in Group of Galaxies ; NGC 1397 
Galaxy in Group of Galaxies ; NGC 1398 
Brightest galaxy in a Cluster (BCG) ; NGC 1399 
Emission-line galaxy ; NGC 1400 
Galaxy in Group of Galaxies ; NGC 1401 
Emission-line galaxy ; NGC 1402 
Galaxy ; NGC 1403 
Galaxy in Pair of Galaxies ; NGC 1404 
Galaxy ; NGC 1405 
Emission-line galaxy ; NGC 1406 
Galaxy in Group of Galaxies ; NGC 1407 
Seyfert 2 Galaxy ; NGC 1409 
Seyfert 2 Galaxy ; NGC 1410 
Galaxy in Group of Galaxies ; NGC 1411 
Galaxy in Pair of Galaxies ; NGC 1412 
Galaxy in Group of Galaxies ; NGC 1413 
Galaxy in Pair of Galaxies ; NGC 1414 
Emission-line galaxy ; NGC 1415 
Galaxy in Group of Galaxies ; NGC 1416 
Galaxy in Group of Galaxies ; NGC 1417 
Galaxy in Group of Galaxies ; NGC 1418 
Galaxy in Group of Galaxies ; NGC 1419 
Galaxy in Group of Galaxies ; NGC 1421 
Galaxy in Pair of Galaxies ; NGC 1422 
LINER-type Active Galaxy Nucleus ; NGC 1423 
Galaxy in Group of Galaxies ; NGC 1424 
Emission-line galaxy ; NGC 1425 
Galaxy in Group of Galaxies ; NGC 1426 
Galaxy in Group of Galaxies ; NGC 1427 
Galaxy in Group of Galaxies ; NGC 1428 
~   ; NGC 1430 
Low Surface Brightness Galaxy ; NGC 1431 
HII (ionized) region ; NGC 1432 
Galaxy in Group of Galaxies ; NGC 1433 
Galaxy in Group of Galaxies ; NGC 1434 
Interstellar matter ; NGC 1435 
Galaxy in Group of Galaxies ; NGC 1436 
Galaxy in Group of Galaxies ; NGC 1438 
Galaxy in Group of Galaxies ; NGC 1439 
Galaxy in Group of Galaxies ; NGC 1440 
Galaxy in Group of Galaxies ; NGC 1441 
Open (galactic) Cluster ; NGC 1444 
Galaxy ; NGC 1445 
Galaxy in Group of Galaxies ; NGC 1447 
Galaxy in Group of Galaxies ; NGC 1448 
Galaxy in Group of Galaxies ; NGC 1449 
Galaxy ; NGC 1450 
Galaxy in Group of Galaxies ; NGC 1451 
Galaxy in Group of Galaxies ; NGC 1452 
Galaxy in Group of Galaxies ; NGC 1453 
Galaxy ; NGC 1455 
Interstellar matter ; NGC 1456 
Galaxy ; NGC 1459 
Galaxy in Group of Galaxies ; NGC 1460 
Galaxy in Group of Galaxies ; NGC 1461 
Galaxy ; NGC 1462 
Galaxy ; NGC 1463 
Galaxy in Group of Galaxies ; NGC 1465 
Globular Cluster ; NGC 1466 
Galaxy ; NGC 1467 
Radio Galaxy ; NGC 1468 
Galaxy in Group of Galaxies ; NGC 1469 
Galaxy ; NGC 1470 
Galaxy in Group of Galaxies ; NGC 1471 
Galaxy in Group of Galaxies ; NGC 1472 
Galaxy ; NGC 1473 
